Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P44589	ARSC_HAEIN	reviewed	Arsenate reductase (EC 1.20.4.1)	arsC arsG HI_0236	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	116
P44462	CITC_HAEIN	reviewed	[Citrate [pro-3S]-lyase] ligase (EC 6.2.1.22) (Acetate:SH-citrate lyase ligase) (Citrate lyase synthetase)	citC HI_0025	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	335
P43878	AROQ_HAEIN	reviewed	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	aroQ HI_0970	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	149
P44459	CILA_HAEIN	reviewed	Citrate lyase alpha chain (Citrase alpha chain) (EC 4.1.3.6) (Citrate (pro-3S)-lyase alpha chain) (Citrate CoA-transferase subunit) (EC 2.8.3.10)	citF HI_0022	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	500
P43716	ATPG_HAEIN	reviewed	ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit)	atpG HI_0480	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	289
P44426	BIOA_HAEIN	reviewed	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62) (7,8-diamino-pelargonic acid aminotransferase) (DAPA AT) (DAPA aminotransferase) (7,8-diaminononanoate synthase) (DANS) (Diaminopelargonic acid synthase)	bioA HI_1554	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	430
P45123	BCR_HAEIN	reviewed	Bicyclomycin resistance protein homolog	bcr HI_1242	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	398
P43744	DPO3B_HAEIN	reviewed	Beta sliding clamp (Beta clamp) (Sliding clamp) (Beta-clamp processivity factor) (DNA polymerase III beta sliding clamp subunit) (DNA polymerase III subunit beta)	dnaN HI_0992	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	366
P44814	DTD_HAEIN	reviewed	D-aminoacyl-tRNA deacylase (DTD) (EC 3.1.1.96) (D-tyrosyl-tRNA(Tyr) deacylase) (Gly-tRNA(Ala) deacylase)	dtd HI_0670	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	144
P43792	DUT_HAEIN	reviewed	Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	dut HI_0954	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	151
P43867	CLPP_HAEIN	reviewed	ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92) (Endopeptidase Clp)	clpP HI_0714	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	193
P44793	COAA_HAEIN	reviewed	Pantothenate kinase (EC 2.7.1.33) (Pantothenic acid kinase)	coaA HI_0631	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	311
P44707	DSBB_HAEIN	reviewed	Disulfide bond formation protein B (Disulfide oxidoreductase)	dsbB HI_0428	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	177
P31770	COMC_HAEIN	reviewed	Competence protein C (DNA transformation protein ComC)	comC HI_0437	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	173
P43736	DNAK_HAEIN	reviewed	Chaperone protein DnaK (HSP70) (Heat shock 70 kDa protein) (Heat shock protein 70)	dnaK HI_1237	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	635
P43925	EFG_HAEIN	reviewed	Elongation factor G (EF-G)	fusA fus HI_0579	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	700
Q57544	GLO22_HAEIN	reviewed	Hydroxyacylglutathione hydrolase GloC (EC 3.1.2.6) (Accessory type II glyoxalase) (Glyoxalase II 2) (GlxII-2)	gloC HI_1663	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	212
P43711	FABH_HAEIN	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III)	fabH HI_0157	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	316
P44428	FER_HAEIN	reviewed	2Fe-2S ferredoxin	fdx HI_0372	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	113
P43742	DNAA_HAEIN	reviewed	Chromosomal replication initiator protein DnaA	dnaA HI_0993	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	454
P45002	DMSC_HAEIN	reviewed	Anaerobic dimethyl sulfoxide reductase chain C (DMSO reductase anchor subunit)	dmsC HI_1045	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	279
Q08346	DNAG_HAEIN	reviewed	DNA primase (EC 2.7.7.101)	dnaG HI_0532	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	593
P43784	DLDH_HAEIN	reviewed	Dihydrolipoyl dehydrogenase (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase) (E3 component of pyruvate and 2-oxoglutarate dehydrogenases complexes)	lpdA HI_1231	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	478
P45295	DLD_HAEIN	reviewed	Quinone-dependent D-lactate dehydrogenase (EC 1.1.5.12) (D-lactate dehydrogenase) (D-LDH)	dld HI_1649	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	564
P44055	DXR_HAEIN	reviewed	1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXP reductoisomerase) (EC 1.1.1.267) (1-deoxyxylulose-5-phosphate reductoisomerase) (2-C-methyl-D-erythritol 4-phosphate synthase)	dxr HI_0807	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	397
P45178	GLGX_HAEIN	reviewed	Glycogen operon protein GlgX homolog (EC 3.2.1.-)	glgX HI_1358	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	659
P45111	DSBC_HAEIN	reviewed	Thiol:disulfide interchange protein DsbC	dsbC xprA HI_1213	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	229
P44826	GLPF_HAEIN	reviewed	Glycerol uptake facilitator protein	glpF HI_0690	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	264
P44755	GPH_HAEIN	reviewed	Phosphoglycolate phosphatase (PGP) (PGPase) (EC 3.1.3.18)	gph HI_0565	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	224
P44304	G3P_HAEIN	reviewed	Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) (EC 1.2.1.12) (NAD-dependent glyceraldehyde-3-phosphate dehydrogenase)	gapA gapDH HI_0001	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	339
P71377	FTSH_HAEIN	reviewed	ATP-dependent zinc metalloprotease FtsH (EC 3.4.24.-)	ftsH HI_1335	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	635
P43756	FOCA_HAEIN	reviewed	Probable formate transporter (Formate channel)	focA HI_0181	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	284
P44969	IGA0_HAEIN	reviewed	Immunoglobulin A1 protease autotransporter (EC 3.4.21.72) [Cleaved into: Immunoglobulin A1 protease (IGA1 protease); Immunoglobulin A1 protease translocator (Helper peptide)]	iga iga1 HI_0990	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	1694
P43866	GCH1_HAEIN	reviewed	GTP cyclohydrolase 1 (EC 3.5.4.16) (GTP cyclohydrolase I) (GTP-CH-I)	folE HI_1447	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	218
P33950	HBPA_HAEIN	reviewed	Heme-binding protein A (Hemin-binding lipoprotein)	hbpA dppA HI_0853	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	547
P45260	ILVH_HAEIN	reviewed	Acetolactate synthase small subunit (EC 2.2.1.6) (Acetohydroxy-acid synthase small subunit) (AHAS) (ALS)	ilvH HI_1584	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	163
P45261	ILVI_HAEIN	reviewed	Acetolactate synthase large subunit (AHAS) (EC 2.2.1.6) (Acetohydroxy-acid synthase large subunit) (ALS)	ilvI HI_1585	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	573
P44821	ILVY_HAEIN	reviewed	HTH-type transcriptional activator IlvY	ilvY HI_0681	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	292
P44310	KGUA_HAEIN	reviewed	Guanylate kinase (EC 2.7.4.8) (GMP kinase)	gmk HI_1743	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	208
P26093	HEL_HAEIN	reviewed	Lipoprotein E (Outer membrane protein P4) (OMP P4)	hel ompP4 HI_0693	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	274
P43868	HEMH_HAEIN	reviewed	Ferrochelatase (EC 4.99.1.1) (Heme synthase) (Protoheme ferro-lyase)	hemH visA HI_1160	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	323
Q57004	HIS82_HAEIN	reviewed	Histidinol-phosphate aminotransferase 2 (EC 2.6.1.9) (Imidazole acetol-phosphate transaminase 2)	hisC2 HI_1166	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	366
P44314	ARLY_HAEIN	reviewed	Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)	argH HI_0811	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	457
P44769	ARCC_HAEIN	reviewed	Carbamate kinase (EC 2.7.2.2)	arcC HI_0595	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	310
P44881	AMPP_HAEIN	reviewed	Xaa-Pro aminopeptidase (EC 3.4.11.9) (Aminoacylproline aminopeptidase) (Aminopeptidase P II) (APP-II) (X-Pro aminopeptidase)	pepP HI_0816	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	430
Q03421	AROA_HAEIN	reviewed	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	aroA HI_1589	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	432
P43720	ATPF_HAEIN	reviewed	ATP synthase subunit b (ATP synthase F(0) sector subunit b) (ATPase subunit I) (F-type ATPase subunit b) (F-ATPase subunit b)	atpF HI_0483	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	156
P44786	DEF_HAEIN	reviewed	Peptide deformylase (PDF) (EC 3.5.1.88) (Polypeptide deformylase)	def HI_0622	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	169
P44405	DDL_HAEIN	reviewed	D-alanine--D-alanine ligase (EC 6.3.2.4) (D-Ala-D-Ala ligase) (D-alanylalanine synthetase)	ddl ddlB HI_1140	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	306
P45094	DPPF_HAEIN	reviewed	Dipeptide transport ATP-binding protein DppF (EC 7.4.2.9)	dppF HI_1184	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	327
P44172	AC4CH_HAEIN	reviewed	N(4)-acetylcytidine amidohydrolase (ac4C amidohydrolase) (EC 3.5.1.135)	HI_1394	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	123
P45267	3PASE_HAEIN	reviewed	Inorganic triphosphatase (PPPase) (EC 3.6.1.25)	HI_1598	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	352
P71345	BRNQ_HAEIN	reviewed	Branched-chain amino acid transport system carrier protein (Branched-chain amino acid uptake carrier)	brnQ HI_0226	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	436
P44905	5FCL_HAEIN	reviewed	5-formyltetrahydrofolate cyclo-ligase (5-FCL) (EC 6.3.3.2) (5,10-methenyltetrahydrofolate synthetase) (MTHFS)	HI_0858	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	187
P44429	ALF_HAEIN	reviewed	Fructose-bisphosphate aldolase (FBP aldolase) (FBPA) (EC 4.1.2.13) (Fructose-1,6-bisphosphate aldolase)	fba HI_0524	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	359
P44987	BIOB_HAEIN	reviewed	Biotin synthase (EC 2.8.1.6)	bioB HI_1022	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	333
P43797	DAPA_HAEIN	reviewed	4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7)	dapA HI_0255	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	298
P43874	BCCP_HAEIN	reviewed	Biotin carboxyl carrier protein of acetyl-CoA carboxylase (BCCP)	accB fabE HI_0971	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	155
P45032	CCMA_HAEIN	reviewed	Cytochrome c biogenesis ATP-binding export protein CcmA (EC 7.6.2.5) (Heme exporter protein A)	ccmA HI_1089	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	212
P45033	CCMB_HAEIN	reviewed	Heme exporter protein B (Cytochrome c-type biogenesis protein CcmB)	ccmB HI_1090	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	221
P44879	CSRA_HAEIN	reviewed	Translational regulator CsrA (Carbon storage regulator)	csrA HI_0813	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	63
P44316	DCDA_HAEIN	reviewed	Diaminopimelate decarboxylase (DAP decarboxylase) (DAPDC) (EC 4.1.1.20)	lysA HI_0727	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	415
P43741	DPO1_HAEIN	reviewed	DNA polymerase I (POL I) (EC 2.7.7.7)	polA HI_0856	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	930
P44794	DUSA_HAEIN	reviewed	tRNA-dihydrouridine(20/20a) synthase (EC 1.3.1.-) (EC 1.3.1.91) (U20-specific dihydrouridine synthase) (U20-specific Dus) (tRNA-dihydrouridine synthase A)	dusA HI_0634	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	327
P31810	DSBA_HAEIN	reviewed	Thiol:disulfide interchange protein DsbA	dsbA por HI_0846	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	205
P45179	GLGA_HAEIN	reviewed	Glycogen synthase (EC 2.4.1.21) (Starch [bacterial glycogen] synthase)	glgA HI_1360	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	476
P44606	DUSC_HAEIN	reviewed	tRNA-dihydrouridine(16) synthase (EC 1.3.1.-) (U16-specific dihydrouridine synthase) (U16-specific Dus) (tRNA-dihydrouridine synthase C)	dusC HI_0270	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	310
P43914	EX7S_HAEIN	reviewed	Exodeoxyribonuclease 7 small subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII small subunit) (Exonuclease VII small subunit)	xseB HI_1437	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	84
P45188	EX1_HAEIN	reviewed	Exodeoxyribonuclease I (ExoI) (Exonuclease I) (EC 3.1.11.1) (DNA deoxyribophosphodiesterase) (dRPase)	sbcB HI_1377	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	473
P45159	FABA_HAEIN	reviewed	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59) (3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA) (Beta-hydroxydecanoyl thioester dehydrase) (Trans-2-decenoyl-[acyl-carrier-protein] isomerase) (EC 5.3.3.14)	fabA HI_1325	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	177
P43780	BOLA_HAEIN	reviewed	DNA-binding transcriptional regulator BolA	bolA HI_0163	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	103
P43973	BAMCH_HAEIN	reviewed	Outer membrane protein assembly factor BamC homolog	HI_0256	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	215
P44505	AKH_HAEIN	reviewed	Bifunctional aspartokinase/homoserine dehydrogenase (AK-HD) [Includes: Aspartokinase (EC 2.7.2.4); Homoserine dehydrogenase (EC 1.1.1.3)]	thrA HI_0089	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	815
P44684	ADPP_HAEIN	reviewed	ADP-ribose pyrophosphatase (EC 3.6.1.13) (ADP-ribose diphosphatase) (ADP-ribose phosphohydrolase) (ASPPase) (Adenosine diphosphoribose pyrophosphatase) (ADPR-PPase)	nudF HI_0398	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	217
P44861	ANMK_HAEIN	reviewed	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase)	anmK HI_0753	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	382
P44578	ARCB_HAEIN	reviewed	Aerobic respiration control sensor protein ArcB homolog (EC 2.7.13.3)	arcB HI_0220	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	325
P44588	ARFA_HAEIN	reviewed	Alternative ribosome-rescue factor A	arfA HI_0235	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	69
P44937	CDSA_HAEIN	reviewed	Phosphatidate cytidylyltransferase (EC 2.7.7.41) (CDP-DAG synthase) (CDP-DG synthase) (CDP-diacylglycerol synthase) (CDS) (CDP-diglyceride pyrophosphorylase) (CDP-diglyceride synthase) (CTP:phosphatidate cytidylyltransferase)	cdsA cds HI_0919	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	288
P45274	AMPN_HAEIN	reviewed	Aminopeptidase N (EC 3.4.11.2) (Alpha-aminoacylpeptide hydrolase)	pepN HI_1614	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	869
P44325	CDD_HAEIN	reviewed	Cytidine deaminase (EC 3.5.4.5) (Cytidine aminohydrolase) (CDA)	cdd cda HI_1350	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	292
P44338	ASNA_HAEIN	reviewed	Aspartate--ammonia ligase (EC 6.3.1.1) (Asparagine synthetase A)	asnA HI_0564	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	330
P44953	COABC_HAEIN	reviewed	Coenzyme A biosynthesis bifunctional protein CoaBC (DNA/pantothenate metabolism flavoprotein) (Phosphopantothenoylcysteine synthetase/decarboxylase) (PPCS-PPCDC) [Includes: Phosphopantothenoylcysteine decarboxylase (PPC decarboxylase) (PPC-DC) (EC 4.1.1.36) (CoaC); Phosphopantothenate--cysteine ligase (EC 6.3.2.5) (CoaB) (Phosphopantothenoylcysteine synthetase) (PPC synthetase) (PPC-S)]	coaBC dfp HI_0953	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	400
P45269	CCA_HAEIN	reviewed	Multifunctional CCA protein [Includes: CCA-adding enzyme (EC 2.7.7.72) (CCA tRNA nucleotidyltransferase) (tRNA CCA-pyrophosphorylase) (tRNA adenylyl-/cytidylyl-transferase) (tRNA nucleotidyltransferase) (tRNA-NT); 2'-nucleotidase (EC 3.1.3.-); 2',3'-cyclic phosphodiesterase (EC 3.1.4.-); Phosphatase (EC 3.1.3.-)]	cca HI_1606	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	416
P45012	FABZ_HAEIN	reviewed	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ (EC 4.2.1.59) ((3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase) ((3R)-hydroxymyristoyl-ACP dehydrase) (Beta-hydroxyacyl-ACP dehydratase)	fabZ HI_1062	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	148
P44927	EMRB_HAEIN	reviewed	Multidrug export protein EmrB	emrB HI_0897	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	510
P44641	EPMB_HAEIN	reviewed	L-lysine 2,3-aminomutase (LAM) (EC 5.4.3.-) (EF-P post-translational modification enzyme B)	epmB HI_0329	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	338
P44531	FBPC1_HAEIN	reviewed	Fe(3+) ions import ATP-binding protein FbpC 1 (EC 7.2.2.7)	fbpC1 afuC HI_0126	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	328
P43701	GYRB_HAEIN	reviewed	DNA gyrase subunit B (EC 5.6.2.2)	gyrB HI_0567	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	806
P43801	GLPC_HAEIN	reviewed	Anaerobic glycerol-3-phosphate dehydrogenase subunit C (G-3-P dehydrogenase)	glpC HI_0683	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	426
P43844	GLYA_HAEIN	reviewed	Serine hydroxymethyltransferase (SHMT) (Serine methylase) (EC 2.1.2.1)	glyA HI_0889	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	421
P43794	GLN1B_HAEIN	reviewed	Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase) (Glutamine synthetase I beta) (GSI beta)	glnA HI_0865	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	472
P44819	GLPE_HAEIN	reviewed	Thiosulfate sulfurtransferase GlpE (EC 2.8.1.1)	glpE HI_0679	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	105
P43712	FABD_HAEIN	reviewed	Malonyl CoA-acyl carrier protein transacylase (MCT) (EC 2.3.1.39)	fabD HI_0156	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	312
P44048	FETP_HAEIN	reviewed	Probable Fe(2+)-trafficking protein	HI_0760	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	90
P43882	GREB_HAEIN	reviewed	Transcription elongation factor GreB (Transcript cleavage factor GreB)	greB HI_0569	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	158
P43732	GRPE_HAEIN	reviewed	Protein GrpE (HSP-70 cofactor)	grpE HI_0071	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	198
P43749	HOLC_HAEIN	reviewed	DNA polymerase III subunit chi (EC 2.7.7.7)	holC HI_1397	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	144
P44252	LOLC_HAEIN	reviewed	Lipoprotein-releasing system transmembrane protein LolC	lolC HI_1555	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	393
P45299	LPOA_HAEIN	reviewed	Penicillin-binding protein activator LpoA (PBP activator LpoA)	lpoA HI_1655	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	575
P44427	MDH_HAEIN	reviewed	Malate dehydrogenase (EC 1.1.1.37)	mdh HI_1210	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	311
P44424	KDGL_HAEIN	reviewed	Diacylglycerol kinase (DAGK) (EC 2.7.1.107) (Diglyceride kinase) (DGK)	dgkA HI_0335	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	118
P44454	LEP_HAEIN	reviewed	Signal peptidase I (SPase I) (EC 3.4.21.89) (Leader peptidase I)	lepB HI_0015	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	349
P43860	LEU3_HAEIN	reviewed	3-isopropylmalate dehydrogenase (EC 1.1.1.85) (3-IPM-DH) (Beta-IPM dehydrogenase) (IMDH)	leuB HI_0987	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	358
P44446	LCFH_HAEIN	reviewed	Putative long-chain-fatty-acid--CoA ligase (EC 6.2.1.3) (Long-chain acyl-CoA synthetase) (LACS)	HI_0002	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	607
P45185	MUKF_HAEIN	reviewed	Chromosome partition protein MukF	mukF kicB HI_1372	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	444
P44161	MATP_HAEIN	reviewed	Macrodomain Ter protein	matP HI_1323	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	148
P45349	METR_HAEIN	reviewed	HTH-type transcriptional regulator MetR	metR HI_1739	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	309
P44961	MENC_HAEIN	reviewed	o-succinylbenzoate synthase (OSB synthase) (OSBS) (EC 4.2.1.113) (4-(2'-carboxyphenyl)-4-oxybutyric acid synthase) (o-succinylbenzoic acid synthase)	menC HI_0969	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	329
P44813	MIOC_HAEIN	reviewed	Protein MioC homolog	mioC HI_0669	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	146
P43745	DPO3E_HAEIN	reviewed	DNA polymerase III subunit epsilon (EC 2.7.7.7)	dnaQ HI_0137	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	256
P43985	CMOA_HAEIN	reviewed	Carboxy-S-adenosyl-L-methionine synthase (Cx-SAM synthase) (EC 2.1.3.-)	cmoA HI_0319	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	241
P43746	DPO3X_HAEIN	reviewed	DNA polymerase III subunit tau/gamma (EC 2.7.7.7)	dnaX HI_1229	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	688
