FORMATTED_ID,FORMATTED_BATCH_ID,BARCODE,WELL_REF,CAS_NO,CID,SMILES,STRUCTURE_NAME,SUPPLIER,SUPPLIER_REF
CBP-0017343,CBP-0017343-01,A051,D01,66085-59-4,4497,COCCOC(=O)C1=C(C)NC(=C(C1c1cccc(c1)[N+](=O)[O-])C(=O)OC(C)C)C,nimodipine,Lopac_Sigma,41251_LOPAC_Sigma_N-149
CBP-0017359,CBP-0017359-01,A051,D02,110-60-1,1045,NCCCCN,"1,4-diaminobutane",Lopac_Sigma,41267_LOPAC_Sigma_P 7505
CBP-0017374,CBP-0017374-01,A051,D03,153587-01-0,4552,Oc1ccc(cc1N1C(=O)Nc2cc(ccc21)C(F)(F)F)C(F)(F)F,NS-1619,Lopac_Sigma,41283_LOPAC_Sigma_N-170
CBP-0017390,CBP-0017390-01,A051,D04, , ,CC/1=C(CCC(=O)O)/C/2=C/C3=N/C(=C\c4[nH]c(c(c4C)C=C)/C=C/4\N=C(\C=C1/N2)C(=C4C)C=C)C(=C3CCC(=O)O)C, ,Lopac_Sigma,41299_LOPAC_Sigma_P 8293
CBP-0017406,CBP-0017406-01,A051,D05, ,5282759,CCCCCCC/C=C\CCCCCCCCC(=O)O,cis-10-octadecenoic acid,Lopac_Sigma,41315_LOPAC_Sigma_O 1008
CBP-0017422,CBP-0017422-01,A051,D06,438-60-8,4976,CNCCCC1c2ccccc2C=Cc2ccccc21,protriptyline,Lopac_Sigma,41331_LOPAC_Sigma_P 8813
CBP-0017437,CBP-0017437-01,A051,D07,579-13-5,5472285,CC[C@H]/1CC[C@H]2O[C@@]3(CC[C@@H](C)[C@@H](CC(C)O)O3)[C@H](C)[C@@H](OC(=O)/C=C/[C@@H](C)[C@H](O)[C@@H](C)C(=O)[C@@H](C)[C@H](O)[C@@H](C)C(=O)[C@@](C)(O)[C@H](O)[C@@H](C)C\C=C\C=C1)[C@H]2C,oligomycin A,Lopac_Sigma,41347_LOPAC_Sigma_O 5001
CBP-0017451,CBP-0017451-01,A051,D08, ,6602492,NCC1OC(O[C@@H]2[C@H](O)C(O[C@@H]2CO)OC2C(O)C(N)CC(N)C2OC2OC(CO)C(O)C(O)C2N)C(N)C(O)C1O,AC1O7EOI,Lopac_Sigma,41363_LOPAC_Sigma_P 9297
CBP-0017467,CBP-0017467-01,A051,D09,8023-13-0,5994,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,progesterone,Lopac_Sigma,41379_LOPAC_Sigma_P 0130
CBP-0017482,CBP-0017482-01,A051,D10, ,11957666,Nc1nc(nc2n(cnc12)[C@@H]1O[C@H](CO)[C@H](O)C1O)Nc1ccccc1,2-Phenylaminoadenosine,Lopac_Sigma,41395_LOPAC_Sigma_P-101
CBP-0017497,CBP-0017497-01,A051,D11,13013-17-7,4946,CC(C)NCC(O)COc1cccc2ccccc12,propranolol,Lopac_Sigma,41411_LOPAC_Sigma_P 0884
CBP-0017511,CBP-0017511-01,A051,D12,106469-51-6,1239,CC(C)(NC(=O)CBr)C1CCC(C)(CC1)NCC(O)COc1cccc2[nH]ccc12,(+/-)-Pindobind,Lopac_Sigma,41427_LOPAC_Sigma_P-119
CBP-0017526,CBP-0017526-01,A051,D13, ,11957655,C[C@]12CC[C@@H](O)C[C@@H]1CCC1C3CC[C@H](C(=O)CO)[C@@]3(C)CCC12,"3-alpha,21-Dihydroxy-5-alpha-pregnan-20-one",Lopac_Sigma,41443_LOPAC_Sigma_P 2016
CBP-0017542,CBP-0017542-01,A051,D14, , ,Cc1nc(c(c(c1O)C=O)COP(=O)([O-])[O-])/N=N/c1ccc(cc1S(=O)(=O)[O-])S(=O)(=O)[O-], ,Lopac_Sigma,41459_LOPAC_Sigma_P-178
CBP-0017557,CBP-0017557-01,A051,D15,14901-16-7,719408,S=C(Nc1ccccc1)Nc1nccs1,1-phenyl-3-(2-thiazolyl)-2-thiourea,Lopac_Sigma,41475_LOPAC_Sigma_P 4015
CBP-0017572,CBP-0017572-01,A051,D16,330161-87-0,5312137,CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(=O)N2,su6656,Lopac_Sigma,41491_LOPAC_Sigma_S 9692
CBP-0000439,CBP-0000439-02,A051,D17,73745-50-3,4927,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,promethazine,Lopac_Sigma,41507_LOPAC_Sigma_P 4651
CBP-0017602,CBP-0017602-01,A051,D18,70018-51-8,6603980,C[C@H]1N2Cc3c(cccc3NC2=NC1=O)Cl,quazinone,Lopac_Sigma,41523_LOPAC_Sigma_Q 3504
CBP-0006573,CBP-0006573-02,A051,D19,1044566-76-8,54676228,CN1C(=C(O)c2ccccc2S1(=O)=O)C(=O)Nc1ccccn1,piroxicam,Lopac_Sigma,41539_LOPAC_Sigma_P 5654
CBP-0017631,CBP-0017631-01,A051,D20,84449-90-1,5035,Oc1ccc(cc1)-c1sc2cc(ccc2c1C(=O)c1ccc(cc1)OCCN1CCCCC1)O,raloxifene,Lopac_Sigma,41555_LOPAC_Sigma_R 1402
CBP-0017647,CBP-0017647-01,A051,D21,51-71-8,3675,NNCCc1ccccc1,Phenelzine,Lopac_Sigma,41571_LOPAC_Sigma_P 6777
CBP-0017663,CBP-0017663-01,A051,D22,82-08-6,5281847,CC(=O)c1c(c(c(c(c1O)Cc1c(c2c(c(c1O)C(=O)/C=C/c1ccccc1)OC(C)(C)C=C2)O)O)C)O,rottlerin,Lopac_Sigma,41587_LOPAC_Sigma_R 5648
CBP-0017344,CBP-0017344-01,A051,E01,137-58-6,3676,CCN(CC)CC(=O)Nc1c(cccc1C)C,lidocaine,Lopac_Sigma,41252_LOPAC_Sigma_L 5647
CBP-0017360,CBP-0017360-01,A051,E02,17035-90-4,132862,CNC(=N)NCCC[C@H](N)C(=O)O,Targinine,Lopac_Sigma,41268_LOPAC_Sigma_M 7033
CBP-0017375,CBP-0017375-01,A051,E03,103253-15-2,122070,Cc1c(n(c2ccc(cc12)F)Cc1ccc(cc1)Cl)CC(C)(C)C(=O)O,"L-655,240",Lopac_Sigma,41284_LOPAC_Sigma_L 9539
CBP-0017391,CBP-0017391-01,A051,E04,329689-23-8,2987927,CCOC(=O)C1=C(C)NC(=S)NC1c1cccc(c1)O,monastrol,Lopac_Sigma,41300_LOPAC_Sigma_M 8515
CBP-0017407,CBP-0017407-01,A051,E05,119193-37-2,3970,CN1C2CCC1CC(C2)NC(=O)c1nn(c2ccccc12)C,LY 278584,Lopac_Sigma,41316_LOPAC_Sigma_L-110
CBP-0017423,CBP-0017423-01,A051,E06,84478-11-5,3540,CNCCNS(=O)(=O)c1cccc2cnccc12,Protein kinase inhibitor H-8,Lopac_Sigma,41332_LOPAC_Sigma_M 9656
CBP-0017438,CBP-0017438-01,A051,E07,81226-60-0,133633,OC1(CCN(CC1)Cc1c[nH]c2ccccc12)c1ccc(cc1)Cl,"L-741,626",Lopac_Sigma,41348_LOPAC_Sigma_L-135
CBP-0017452,CBP-0017452-01,A051,E08, ,2107,CC(N)Cc1c[nH]c2ccc(cc12)O,alpha-methyl-5-HT,Lopac_Sigma,41364_LOPAC_Sigma_M-110
CBP-0017468,CBP-0017468-01,A051,E09,1134-01-6,150885,CNCCc1c[nH]c2ccc(cc12)O,N-Methylserotonin,Lopac_Sigma,41380_LOPAC_Sigma_M 1514
CBP-0017483,CBP-0017483-01,A051,E10, ,11957632,CN1C[C@H](C[C@H]2[C@H]1Cc1cn(c3cccc2c13)C)CS(=O)(=O)N(C)C,Lopac0_000824,Lopac_Sigma,41396_LOPAC_Sigma_M-153
CBP-0017498,CBP-0017498-01,A051,E11,78684-63-6,4184,CN1CCN2C(C1)c1ccccc1Cc1ccccc12,mianserin,Lopac_Sigma,41412_LOPAC_Sigma_M 2525
CBP-0017512,CBP-0017512-01,A051,E12,155204-26-5,6603915,COc1ccccc1N1CCN(CC1)CCN(C(=O)c1ccc(cc1)F)c1ccccn1,MPPF,Lopac_Sigma,41428_LOPAC_Sigma_M-226
CBP-0017527,CBP-0017527-01,A051,E13,50524-49-7,104762,NC(=O)c1ncn(c1O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,mizoribine,Lopac_Sigma,41444_LOPAC_Sigma_M 3047
CBP-0017543,CBP-0017543-01,A051,E14,163000-63-3,3074827,CC1(C)CCC(CC1)NC(=O)[C@@H](N)CCC(=O)O,Neboglamine,Lopac_Sigma,41460_LOPAC_Sigma_N 2034
CBP-0017558,CBP-0017558-01,A051,E15,17780-72-2,4380,CN(CCCOc1ccc(cc1Cl)Cl)CC#C,Clorgiline,Lopac_Sigma,41476_LOPAC_Sigma_M 3778
CBP-0017573,CBP-0017573-01,A051,E16, ,4420320,OC1C(CCCc2ccccc21)CC(=O)[O-],AC1NA2TW,Lopac_Sigma,41492_LOPAC_Sigma_N 4159
CBP-0017588,CBP-0017588-01,A051,E17,146669-29-6,1222,CC(N)(C(=O)O)c1ccc(cc1)C(=O)O,(RS)-MCPG,Lopac_Sigma,41508_LOPAC_Sigma_M 4796
CBP-0017603,CBP-0017603-01,A051,E18, ,610682,C1CN=C(Cc2ccc3ccccc3c2)N1,CHEMBL441948,Lopac_Sigma,41524_LOPAC_Sigma_N 5504
CBP-0017617,CBP-0017617-01,A051,E19,116644-53-2,60663,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(ccc2[C@@H]1C(C)C)F,Mibefradil,Lopac_Sigma,41540_LOPAC_Sigma_M 5441
CBP-0017632,CBP-0017632-01,A051,E20, ,11957637,Oc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)C(C2)N(CCC134)CC=C,NCGC00162267-02,Lopac_Sigma,41556_LOPAC_Sigma_N 7758
CBP-0017648,CBP-0017648-01,A051,E21,139720-70-0,6058,NCCS,CYSTEAMINE,Lopac_Sigma,41572_LOPAC_Sigma_M 6500
CBP-0017664,CBP-0017664-01,A051,E22,51154-98-4,93004,O=C1OC(=O)C2C3CCC(O3)C21,Norcantharidin,Lopac_Sigma,41588_LOPAC_Sigma_N 8784
CBP-0017345,CBP-0017345-01,A051,F01,57754-86-6,4500,CNCCC(Oc1ccccc1OC)c1ccccc1,Nisoxetine,Lopac_Sigma,41253_LOPAC_Sigma_N-151
CBP-0017361,CBP-0017361-01,A051,F02,50-60-2,5775,Cc1ccc(cc1)N(CC1=NCCN1)c1cccc(c1)O,phentolamine,Lopac_Sigma,41269_LOPAC_Sigma_P 7561
CBP-0017376,CBP-0017376-01,A051,F03, ,11957657,Oc1ccc2c3c1O[C@@H]1/C(=N/N=C/4\CC[C@@]5(O)C6Cc7ccc(c8c7[C@@]5(CCN6CC=C)[C@@H]4O8)O)CC[C@@]4(O)C(C2)N(CC[C@@]134)CC=C,Lopac0_000902,Lopac_Sigma,41285_LOPAC_Sigma_N-176
CBP-0017392,CBP-0017392-01,A051,F04, ,1337,NC(=N)SCCc1ccc(cc1)CCSC(=N)N,CHEMBL444422,Lopac_Sigma,41301_LOPAC_Sigma_P 8352
CBP-0017408,CBP-0017408-01,A051,F05,1491-59-4,4636,Cc1cc(c(c(c1CC1=NCCN1)C)O)C(C)(C)C,oxymetazoline,Lopac_Sigma,41317_LOPAC_Sigma_O 2378
CBP-0017424,CBP-0017424-01,A051,F06,66104-22-1,47811,CCCN1C[C@@H](C[C@H]2[C@H]1Cc1c[nH]c3cccc2c13)CSC,pergolide,Lopac_Sigma,41333_LOPAC_Sigma_P 8828
CBP-0000368,CBP-0000368-02,A051,F07,85344-55-4,4583,CC1COc2c(c(cc3c2N1C=C(C(=O)O)C3=O)F)N1CCN(C)CC1,ofloxacin,Lopac_Sigma,41349_LOPAC_Sigma_O 8757
CBP-0017453,CBP-0017453-01,A051,F08,66-71-7,1318,c1cnc2c(c1)ccc1cccnc12,"1,10-phenanthroline",Lopac_Sigma,41365_LOPAC_Sigma_P 9375
CBP-0017469,CBP-0017469-01,A051,F09,71060-58-7,4671,CCCCCCCCCCCCCCCC(=O)NCCO,Palmitoylethanolamide,Lopac_Sigma,41381_LOPAC_Sigma_P 0359
CBP-0017484,CBP-0017484-01,A051,F10,85976-54-1,202478,CCCN1CCC[C@@H](C1)c1cccc(c1)O,UNII-8L7H229K4I,Lopac_Sigma,41397_LOPAC_Sigma_P-102
CBP-0017499,CBP-0017499-01,A051,F11,302-33-0,4910,CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1,proadifen,Lopac_Sigma,41413_LOPAC_Sigma_P 1061
CBP-0017513,CBP-0017513-01,A051,F12,102-02-3,4780,NC(=N)NC(=N)Nc1ccccc1,phenylbiguanide,Lopac_Sigma,41429_LOPAC_Sigma_P-120
CBP-0017528,CBP-0017528-01,A051,F13,53179-13-8,40632,CC1=CN(C(=O)C=C1)c1ccccc1,PIRFENIDONE,Lopac_Sigma,41445_LOPAC_Sigma_P 2116
CBP-0017544,CBP-0017544-01,A051,F14,123594-64-9,5311346,CCCN1CCO[C@H]2[C@H]1COc1ccc(cc12)O,"(4aR,10bR)-rel-4-Propyl-2,3,4,4a,5,10b-hexahydrochromeno[4,3-b][1,4]oxazin-9-ol",Lopac_Sigma,41461_LOPAC_Sigma_P-183
CBP-0017559,CBP-0017559-01,A051,F15, , ,C/C(=C\[C@@]1(C)SC(=O)C(=C1O)C)C=C, ,Lopac_Sigma,41477_LOPAC_Sigma_T 9567
CBP-0017574,CBP-0017574-01,A051,F16,28605-84-7,1066,OC(=O)c1cccnc1C(=O)O,quinolinic acid,Lopac_Sigma,41493_LOPAC_Sigma_P63204
CBP-0017589,CBP-0017589-01,A051,F17,135526-78-2,4891,O=C1CN(CC2N1CCc1ccccc12)C(=O)C1CCCCC1,praziquantel,Lopac_Sigma,41509_LOPAC_Sigma_P 4668
CBP-0017604,CBP-0017604-01,A051,F18,99745-17-2,54562,CCCN1CCC[C@@H]2Cc3n[nH]cc3C[C@H]21,QUINPIROLE,Lopac_Sigma,41525_LOPAC_Sigma_Q-102
CBP-0017618,CBP-0017618-01,A051,F19,41078-02-8,1676,CCCN1C(=O)NC(=O)c2[nH]cnc21,ENPROFYLLINE,Lopac_Sigma,41541_LOPAC_Sigma_P 5679
CBP-0017633,CBP-0017633-01,A051,F20,97950-17-9,444795,C/C(=C\C=C\C(=C\C(=O)O)C)/C=C/C1=C(C)CCCC1(C)C,Retinoic acid,Lopac_Sigma,41557_LOPAC_Sigma_R 2625
CBP-0017649,CBP-0017649-01,A051,F21,86-21-5,4761,CN(C)CCC(c1ccccc1)c1ccccn1,pheniramine,Lopac_Sigma,41573_LOPAC_Sigma_P 6902
CBP-0017665,CBP-0017665-01,A051,F22,110445-25-5,56959,COc1ccccc1OCC(O)CN1CCN(CC1)CC(=O)Nc1c(cccc1C)C,RANOLAZINE,Lopac_Sigma,41589_LOPAC_Sigma_R 6152
CBP-0017346,CBP-0017346-01,A051,G01,21306-56-9,3925,CC[N+](CC)(CC)CC(=O)Nc1c(cccc1C)C,QX 314,Lopac_Sigma,41254_LOPAC_Sigma_L 5783
CBP-0017362,CBP-0017362-01,A051,G02, ,123679,CN1CCC2(CCN3CCc4c(oc5ccccc45)C3C2)N(C)C1=O,MK-912,Lopac_Sigma,41270_LOPAC_Sigma_M 7065
CBP-0017377,CBP-0017377-01,A051,G03,79794-75-5,3957,CCOC(=O)N1CCC(=C2c3ccc(cc3CCc3cccnc32)Cl)CC1,loratadine,Lopac_Sigma,41286_LOPAC_Sigma_L 9664
CBP-0017393,CBP-0017393-01,A051,G04,955156-62-4,1390,Cn1ccnc1,1-methylimidazole,Lopac_Sigma,41302_LOPAC_Sigma_M 8878
CBP-0017409,CBP-0017409-01,A051,G05,140387-89-9,28864,CCN(CC)C(=O)N[C@@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(c34)C2=C1,LISURIDE,Lopac_Sigma,41318_LOPAC_Sigma_L-118
CBP-0017425,CBP-0017425-01,A051,G06,24485-90-3,4922,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1,proglumide,Lopac_Sigma,41334_LOPAC_Sigma_M-001
CBP-0017439,CBP-0017439-01,A051,G07,148700-85-0,132846,FC(F)(F)c1cc(cc(c1)C(F)(F)F)CO[C@H]1CCCN[C@H]1c1ccccc1,L-733060,Lopac_Sigma,41350_LOPAC_Sigma_L-137
CBP-0017454,CBP-0017454-01,A051,G08, ,11957638,CC1Nc2cc(c(cc2C(=O)N1c1ccccc1C)S(=O)ON)Cl,Lopac0_000833,Lopac_Sigma,41366_LOPAC_Sigma_M-116
CBP-0017470,CBP-0017470-01,A051,G09,75438-57-2,4810,COc1nc(nc(c1NC1=NCCN1)Cl)C,MOXONIDINE,Lopac_Sigma,41382_LOPAC_Sigma_M 1559
CBP-0017485,CBP-0017485-01,A051,G10,143999-55-7,4025,NCCC1CCCC(CCN)N1,"1,5-(Diethylamino)piperidine",Lopac_Sigma,41398_LOPAC_Sigma_M-166
CBP-0017500,CBP-0017500-01,A051,G11,60478-65-1,64715,CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,Mevastatin,Lopac_Sigma,41414_LOPAC_Sigma_M 2537
CBP-0017514,CBP-0017514-01,A051,G12, ,11957641,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)C(C2)N(CCC134)CC1CC1,(-)-3-Methoxynaltrexone hydrochloride,Lopac_Sigma,41430_LOPAC_Sigma_M-231
CBP-0017529,CBP-0017529-01,A051,G13,2986-19-8,5142,CSC(=N)N,s-methylisothiourea,Lopac_Sigma,41446_LOPAC_Sigma_M 3127
CBP-0017545,CBP-0017545-01,A051,G14, ,11957642,OC[C@H]1O[C@H](C(O)[C@H]1O)n1cnc2c(ncnc12)SCc1ccc(cc1)[N+](=O)[O-],S-(4-Nitrobenzyl)-6-thioinosine,Lopac_Sigma,41462_LOPAC_Sigma_N 2255
CBP-0017560,CBP-0017560-01,A051,G15, ,24867852,CNc1ncnc2n(cnc12)[C@H]1C[C@H](OP(=O)(O)[O-])[C@@H](COP(=O)(O)[O-])O1,MRS-2179,Lopac_Sigma,41478_LOPAC_Sigma_M 3808
CBP-0017575,CBP-0017575-01,A051,G16, ,3996620,CCN1C=C(C(=O)[O-])C(=O)c2ccc(nc21)C,nalidixate anion,Lopac_Sigma,41494_LOPAC_Sigma_N 4382
CBP-0017590,CBP-0017590-01,A051,G17,501-75-7,3614,Cn1cnc(c1)CCN,1-Methylhistamine,Lopac_Sigma,41510_LOPAC_Sigma_M 4910
CBP-0017605,CBP-0017605-01,A051,G18,504-88-1,1678,OC(=O)CC[N+](=O)[O-],3-nitropropionic acid,Lopac_Sigma,41526_LOPAC_Sigma_N 5636
CBP-0017619,CBP-0017619-01,A051,G19, ,11957602,CNc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@H](O)C1O,N-methyl- Adenosine,Lopac_Sigma,41542_LOPAC_Sigma_M 5501
CBP-0017634,CBP-0017634-01,A051,G20,909091-71-0,1893,[O-][N+](=O)c1cccc2cn[nH]c12,7-nitroindazole,Lopac_Sigma,41558_LOPAC_Sigma_N 7778
CBP-0017650,CBP-0017650-01,A051,G21, ,53299180,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP(=O)(O)CP(=O)(O)OP(=O)([O-])[O-])[C@H](O)C1O,"alpha,beta-Methylene adenosine 5'-triphosphate dilithium",Lopac_Sigma,41574_LOPAC_Sigma_M 6517
CBP-0017666,CBP-0017666-01,A051,G22,8057-19-0,275196,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@@H]1N(C)CCc2cc3c(c(c21)OC)OCO3,noscapine,Lopac_Sigma,41590_LOPAC_Sigma_N 9007
CBP-0017347,CBP-0017347-01,A051,H01,447-41-6,4567,CC(CCc1ccccc1)NC(C)C(O)c1ccc(cc1)O,nylidrin,Lopac_Sigma,41255_LOPAC_Sigma_N-153
CBP-0017363,CBP-0017363-01,A051,H02,3568-24-9,24352,CCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,Propionylpromazine,Lopac_Sigma,41271_LOPAC_Sigma_P 7780
CBP-0017378,CBP-0017378-01,A051,H03, ,4577404,NS(=O)(=O)c1cccc2c3nc(c(nc3cc(c12)[N+](=O)[O-])[O-])[O-],AC1NDKMM,Lopac_Sigma,41287_LOPAC_Sigma_N-183
CBP-0017394,CBP-0017394-01,A051,H04,4297-92-1,4781,CCCCC1C(=O)N(N(C1=O)c1ccccc1)c1ccccc1,phenylbutazone,Lopac_Sigma,41303_LOPAC_Sigma_P 8386
CBP-0017410,CBP-0017410-01,A051,H05, ,3017661,NC(=O)C(=O)[O-],oxamate,Lopac_Sigma,41319_LOPAC_Sigma_O 2751
CBP-0017426,CBP-0017426-01,A051,H06,1015-89-0,1853,O=C1Nc2ccccc2-c2ccccc21,6(5H)-Phenanthridinone,Lopac_Sigma,41335_LOPAC_Sigma_P 8852
CBP-0017440,CBP-0017440-01,A051,H07,70-22-4,4630,O=C1CCCN1CC#CCN1CCCC1,Oxotremorine,Lopac_Sigma,41351_LOPAC_Sigma_O 9126
CBP-0017455,CBP-0017455-01,A051,H08,51-06-9,4913,CCN(CC)CCNC(=O)c1ccc(cc1)N,PROCAINAMIDE,Lopac_Sigma,41367_LOPAC_Sigma_P 9391
CBP-0017471,CBP-0017471-01,A051,H09,4339-71-3,667639,Oc1cc(cc(c1)/C=C/c1ccc(c(c1)O)O)O,piceatannol,Lopac_Sigma,41383_LOPAC_Sigma_P 0453
CBP-0017486,CBP-0017486-01,A051,H10,85966-89-8,5311189,CCCN1CCC[C@H](C1)c1cccc(c1)O,Preclamol,Lopac_Sigma,41399_LOPAC_Sigma_P-103
CBP-0017515,CBP-0017515-01,A051,H12,115344-47-3,72124,CN/C(=N\c1ccc(cc1)C1=NNC(=O)CC1C)NC#N,Siguazodan,Lopac_Sigma,41431_LOPAC_Sigma_S 3317
CBP-0017530,CBP-0017530-01,A051,H13,961-45-5,1922,CN1C(=O)N(C)c2nc([nH]c2C1=O)-c1ccccc1,8-Phenyltheophylline,Lopac_Sigma,41447_LOPAC_Sigma_P 2278
CBP-0017546,CBP-0017546-01,A051,H14,2038-35-9,4755,Nc1nc(c(nc1Cl)C(=O)NC(=N)Nc1ccccc1)N,Phenamil,Lopac_Sigma,41463_LOPAC_Sigma_P-203
CBP-0017561,CBP-0017561-01,A051,H15,14913-33-8,2767,N[Pt](N)(Cl)Cl,Cisplatin,Lopac_Sigma,41479_LOPAC_Sigma_P 4394
CBP-0017576,CBP-0017576-01,A051,H16,73123-10-1,5280343,OC1=C(Oc2cc(cc(c2C1=O)O)O)c1ccc(c(c1)O)O,quercetin,Lopac_Sigma,41495_LOPAC_Sigma_Q 0125
CBP-0017591,CBP-0017591-01,A051,H17,8002-74-2,4932,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,propafenone,Lopac_Sigma,41511_LOPAC_Sigma_P 4670
CBP-0017606,CBP-0017606-01,A051,H18, ,5013,CN1CCN(CC1)c1ccc2ccccc2n1,N-methylquipazine,Lopac_Sigma,41527_LOPAC_Sigma_Q-107
CBP-0017620,CBP-0017620-01,A051,H19,1416-03-1,6041,CNC[C@H](O)c1cccc(c1)O,phenylephrine,Lopac_Sigma,41543_LOPAC_Sigma_P 6126
CBP-0017635,CBP-0017635-01,A051,H20, , ,[NH3+][Ru]([NH3+])([NH3+])([NH3+])([NH3+])O[Ru]([NH3+])([NH3+])([NH3+])([NH3+])O[Ru]([NH3+])([NH3+])([NH3+])([NH3+])[NH3+], ,Lopac_Sigma,41559_LOPAC_Sigma_R 2751
CBP-0017651,CBP-0017651-01,A051,H21,7230-09-3,546,OC(=O)CP(=O)(O)O,Phosphonoacetic acid,Lopac_Sigma,41575_LOPAC_Sigma_P 6909
CBP-0017667,CBP-0017667-01,A051,H22,61413-54-5,5092,COc1ccc(cc1OC1CCCC1)C1CNC(=O)C1,rolipram,Lopac_Sigma,41591_LOPAC_Sigma_R 6520
CBP-0017348,CBP-0017348-01,A051,I01, ,196664,CC(C)C[C@H](N)CSSC[C@@H](N)CC(C)C,"L-Leucinethiol, oxidized dihydrochloride",Lopac_Sigma,41256_LOPAC_Sigma_L 8397
CBP-0017364,CBP-0017364-01,A051,I02,555-29-3,4138,CC(N)(Cc1ccc(c(c1)O)O)C(=O)O,3-Hydroxy-alpha-methyl-DL-tyrosine,Lopac_Sigma,41272_LOPAC_Sigma_M 7277
CBP-0017379,CBP-0017379-01,A051,I03,53096-13-2,26879,C1CN2C[C@@H](N=C2S1)c1ccccc1,levamisole,Lopac_Sigma,41288_LOPAC_Sigma_L 9756
CBP-0017395,CBP-0017395-01,A051,I04,60-40-2,4032,CNC1(C)C2CCC(C2)C1(C)C,mecamylamine,Lopac_Sigma,41304_LOPAC_Sigma_M 9020
CBP-0017411,CBP-0017411-01,A051,I05, ,3851,Ic1ccccc1CNC1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1,"L-703,606 oxalate",Lopac_Sigma,41320_LOPAC_Sigma_L-119
CBP-0017441,CBP-0017441-01,A051,I07,364-62-5,4168,CCN(CC)CCNC(=O)c1cc(c(cc1OC)N)Cl,metoclopramide,Lopac_Sigma,41352_LOPAC_Sigma_M 0763
CBP-0017456,CBP-0017456-01,A051,I08,96316-00-6,114745,S=C=Nc1cccc(c1)C1(CCCCC1)N1CCCCC1,Metaphit,Lopac_Sigma,41368_LOPAC_Sigma_M-120
CBP-0017472,CBP-0017472-01,A051,I09,544478-19-5,11538542,CCOC(=O)C1=C(C)N(CC#C)C(=C(C1c1cccc(c1)N(=O)=O)C(=O)OC)C,MRS 1845,Lopac_Sigma,41384_LOPAC_Sigma_M 1692
CBP-0017487,CBP-0017487-01,A051,I10,273727-89-2,3797,CC(C)N(CCC(=O)c1ccc2ccccc2c1)Cc1ccccc1,ZM39923,Lopac_Sigma,41400_LOPAC_Sigma_Z 4626
CBP-0017501,CBP-0017501-01,A051,I11,78033-08-6,155806,COCc1nc2c([nH]1)N(CC(C)C)C(=O)N(C)C2=O,78033-08-6,Lopac_Sigma,41416_LOPAC_Sigma_M 2547
CBP-0017516,CBP-0017516-01,A051,I12,4394-00-7,4488,OC(=O)c1cccnc1Nc1cccc(c1)C(F)(F)F,niflumic acid,Lopac_Sigma,41432_LOPAC_Sigma_N 0630
CBP-0017531,CBP-0017531-01,A051,I13, ,11957607,CC[N+](CC)(CC)COc1ccc(cc1)/C=C/c1ccccc1,Lopac0_000765,Lopac_Sigma,41448_LOPAC_Sigma_M 3184
CBP-0017547,CBP-0017547-01,A051,I14, ,11957644,Oc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)C(C2)N(CCC134)CC1CC1,NCGC00162274-02,Lopac_Sigma,41464_LOPAC_Sigma_N 3136
CBP-0017562,CBP-0017562-01,A051,I15, ,4051,CN1C(=C(O[Na])c2ccccc2S1(=O)=O)C(=O)Nc1ncc(s1)C,Meloxicam sodium,Lopac_Sigma,41480_LOPAC_Sigma_M 3935
CBP-0017577,CBP-0017577-01,A051,I16, ,11957646,O[C@H]1CC[C@@]2(O)C3Cc4ccc(c5c4C2(CCN3CC2CCC2)[C@H]1O5)O,NCGC00162275-02,Lopac_Sigma,41496_LOPAC_Sigma_N 4396
CBP-0017592,CBP-0017592-01,A051,I17,54-32-0,4260,CC(C)c1cc(c(cc1OCCN(C)C)C)OC(=O)C,Moxisylyte,Lopac_Sigma,41512_LOPAC_Sigma_M 5154
